,Statement Description,topics,label,1,2,3,4,5,6,7,8,
90,"this topic includes: ● pull-the-plug versus triage, ● write-blocking, ● forensically-prepared destination media, ● imaging procedures, ● acquisition of volatile evidence, ● live forensics analysis, and ● chain of custody. ",acquisition of volatile evidence,"1,5 ",1,0,0,0,1,0,0,0,
91,"this topic includes: ● pull-the-plug versus triage, ● write-blocking, ● forensically-prepared destination media, ● imaging procedures, ● acquisition of volatile evidence, ● live forensics analysis, and ● chain of custody. ",live forensics analysis,"1,5 ",1,0,0,0,1,0,0,0,
92,"this topic includes: ● pull-the-plug versus triage, ● write-blocking, ● forensically-prepared destination media, ● imaging procedures, ● acquisition of volatile evidence, ● live forensics analysis, and ● chain of custody. ",chain of custody,"1,5 ",1,0,0,0,1,0,0,0,
93,"this topic focuses on knowledge (awareness the  artifact exists), attributes (components and possible  variations of the artifact), origin/cause (emphasis on  why the artifact exists), discoverability (how the  artifact is located/viewed with tools), relevance  (significance in the context of the specific  investigation). includes:  ● sources of digital evidence, ● deleted and undeleted files, temporary files, ● metadata, ● print spool files ● slack space, ● hibernation files, ● windows registry, ● browser history, ● log files, ● file systems, ● file recovery, and ● file carving. ",sources of digital evidence,"1,5 ",1,0,0,0,1,0,0,0,
94,"this topic focuses on knowledge (awareness the  artifact exists), attributes (components and possible  variations of the artifact), origin/cause (emphasis on  why the artifact exists), discoverability (how the  artifact is located/viewed with tools), relevance  (significance in the context of the specific  investigation). includes:  ● sources of digital evidence, ● deleted and undeleted files, temporary files, ● metadata, ● print spool files ● slack space, ● hibernation files, ● windows registry, ● browser history, ● log files, ● file systems, ● file recovery, and ● file carving. ",deleted and undeleted files,"1,5 ",1,0,0,0,1,0,0,0,
95,"this topic focuses on knowledge (awareness the  artifact exists), attributes (components and possible  variations of the artifact), origin/cause (emphasis on  why the artifact exists), discoverability (how the  artifact is located/viewed with tools), relevance  (significance in the context of the specific  investigation). includes:  ● sources of digital evidence, ● deleted and undeleted files, temporary files, ● metadata, ● print spool files ● slack space, ● hibernation files, ● windows registry, ● browser history, ● log files, ● file systems, ● file recovery, and ● file carving. ",temporary files,"1,5 ",1,0,0,0,1,0,0,0,
96,"this topic focuses on knowledge (awareness the  artifact exists), attributes (components and possible  variations of the artifact), origin/cause (emphasis on  why the artifact exists), discoverability (how the  artifact is located/viewed with tools), relevance  (significance in the context of the specific  investigation). includes:  ● sources of digital evidence, ● deleted and undeleted files, temporary files, ● metadata, ● print spool files ● slack space, ● hibernation files, ● windows registry, ● browser history, ● log files, ● file systems, ● file recovery, and ● file carving. ",metadata,"1,5 ",1,0,0,0,1,0,0,0,
97,"this topic focuses on knowledge (awareness the  artifact exists), attributes (components and possible  variations of the artifact), origin/cause (emphasis on  why the artifact exists), discoverability (how the  artifact is located/viewed with tools), relevance  (significance in the context of the specific  investigation). includes:  ● sources of digital evidence, ● deleted and undeleted files, temporary files, ● metadata, ● print spool files ● slack space, ● hibernation files, ● windows registry, ● browser history, ● log files, ● file systems, ● file recovery, and ● file carving. ",print spool files,"1,5 ",1,0,0,0,1,0,0,0,
98,"this topic focuses on knowledge (awareness the  artifact exists), attributes (components and possible  variations of the artifact), origin/cause (emphasis on  why the artifact exists), discoverability (how the  artifact is located/viewed with tools), relevance  (significance in the context of the specific  investigation). includes:  ● sources of digital evidence, ● deleted and undeleted files, temporary files, ● metadata, ● print spool files ● slack space, ● hibernation files, ● windows registry, ● browser history, ● log files, ● file systems, ● file recovery, and ● file carving. ",slack space,"1,5 ",1,0,0,0,1,0,0,0,
99,"this topic focuses on knowledge (awareness the  artifact exists), attributes (components and possible  variations of the artifact), origin/cause (emphasis on  why the artifact exists), discoverability (how the  artifact is located/viewed with tools), relevance  (significance in the context of the specific  investigation). includes:  ● sources of digital evidence, ● deleted and undeleted files, temporary files, ● metadata, ● print spool files ● slack space, ● hibernation files, ● windows registry, ● browser history, ● log files, ● file systems, ● file recovery, and ● file carving. ",hibernation files,"1,5 ",1,0,0,0,1,0,0,0,
100,"this topic focuses on knowledge (awareness the  artifact exists), attributes (components and possible  variations of the artifact), origin/cause (emphasis on  why the artifact exists), discoverability (how the  artifact is located/viewed with tools), relevance  (significance in the context of the specific  investigation). includes:  ● sources of digital evidence, ● deleted and undeleted files, temporary files, ● metadata, ● print spool files ● slack space, ● hibernation files, ● windows registry, ● browser history, ● log files, ● file systems, ● file recovery, and ● file carving. ",windows registry,"1,5 ",1,0,0,0,1,0,0,0,
101,"this topic focuses on knowledge (awareness the  artifact exists), attributes (components and possible  variations of the artifact), origin/cause (emphasis on  why the artifact exists), discoverability (how the  artifact is located/viewed with tools), relevance  (significance in the context of the specific  investigation). includes:  ● sources of digital evidence, ● deleted and undeleted files, temporary files, ● metadata, ● print spool files ● slack space, ● hibernation files, ● windows registry, ● browser history, ● log files, ● file systems, ● file recovery, and ● file carving. ",browser history,"1,5 ",1,0,0,0,1,0,0,0,
102,"this topic focuses on knowledge (awareness the  artifact exists), attributes (components and possible  variations of the artifact), origin/cause (emphasis on  why the artifact exists), discoverability (how the  artifact is located/viewed with tools), relevance  (significance in the context of the specific  investigation). includes:  ● sources of digital evidence, ● deleted and undeleted files, temporary files, ● metadata, ● print spool files ● slack space, ● hibernation files, ● windows registry, ● browser history, ● log files, ● file systems, ● file recovery, and ● file carving. ",log files,"1,5 ",1,0,0,0,1,0,0,0,
103,"this topic focuses on knowledge (awareness the  artifact exists), attributes (components and possible  variations of the artifact), origin/cause (emphasis on  why the artifact exists), discoverability (how the  artifact is located/viewed with tools), relevance  (significance in the context of the specific  investigation). includes:  ● sources of digital evidence, ● deleted and undeleted files, temporary files, ● metadata, ● print spool files ● slack space, ● hibernation files, ● windows registry, ● browser history, ● log files, ● file systems, ● file recovery, and ● file carving. ",file systems,"1,5 ",1,0,0,0,1,0,0,0,
104,"this topic focuses on knowledge (awareness the  artifact exists), attributes (components and possible  variations of the artifact), origin/cause (emphasis on  why the artifact exists), discoverability (how the  artifact is located/viewed with tools), relevance  (significance in the context of the specific  investigation). includes:  ● sources of digital evidence, ● deleted and undeleted files, temporary files, ● metadata, ● print spool files ● slack space, ● hibernation files, ● windows registry, ● browser history, ● log files, ● file systems, ● file recovery, and ● file carving. ",file recovery,"1,5 ",1,0,0,0,1,0,0,0,
105,"this topic focuses on knowledge (awareness the  artifact exists), attributes (components and possible  variations of the artifact), origin/cause (emphasis on  why the artifact exists), discoverability (how the  artifact is located/viewed with tools), relevance  (significance in the context of the specific  investigation). includes:  ● sources of digital evidence, ● deleted and undeleted files, temporary files, ● metadata, ● print spool files ● slack space, ● hibernation files, ● windows registry, ● browser history, ● log files, ● file systems, ● file recovery, and ● file carving. ",file carving,"1,5 ",1,0,0,0,1,0,0,0,
